"Date","Price","Open","High","Low","Vol.","Change %"
"24-02-2025","1,110.20","1,099.50","1,118.93","1,098.03","968.08K","0.25%"
"21-02-2025","1,107.47","1,108.47","1,109.05","1,094.65","1.19M","0.37%"
"20-02-2025","1,103.38","1,102.47","1,107.47","1,093.40","1.32M","0.08%"
"19-02-2025","1,102.47","1,103.00","1,112.00","1,098.78","852.96K","-0.79%"
"18-02-2025","1,111.20","1,108.25","1,114.75","1,099.97","906.12K","0.27%"
"17-02-2025","1,108.25","1,097.93","1,110.00","1,085.00","1.60M","0.94%"
"14-02-2025","1,097.93","1,088.78","1,112.50","1,085.03","1.92M","0.84%"
"13-02-2025","1,088.78","1,096.88","1,105.10","1,086.32","1.02M","-0.74%"
"12-02-2025","1,096.88","1,107.00","1,107.00","1,085.85","1.01M","-0.08%"
"11-02-2025","1,097.75","1,110.53","1,116.05","1,088.97","953.67K","-1.15%"
"10-02-2025","1,110.53","1,117.50","1,126.25","1,103.10","1.52M","-0.18%"
"07-02-2025","1,112.55","1,117.00","1,119.00","1,103.78","1.59M","-0.64%"
"06-02-2025","1,119.72","1,134.50","1,134.50","1,113.50","1.97M","-0.42%"
"05-02-2025","1,124.47","1,141.90","1,148.95","1,112.63","2.95M","-2.20%"
"04-02-2025","1,149.72","1,161.20","1,161.40","1,141.85","2.49M","-0.76%"
"03-02-2025","1,158.55","1,163.60","1,187.00","1,155.85","2.28M","-0.43%"
"01-02-2025","1,163.60","1,156.50","1,187.00","1,128.63","2.49M","0.61%"
"31-01-2025","1,156.60","1,108.68","1,193.50","1,104.75","6.28M","4.32%"
"30-01-2025","1,108.68","1,094.50","1,116.35","1,090.35","1.15M","1.68%"
"29-01-2025","1,090.35","1,078.15","1,092.45","1,065.63","794.29K","1.13%"
"28-01-2025","1,078.15","1,087.38","1,090.93","1,071.30","1.44M","-0.85%"
"27-01-2025","1,087.38","1,091.03","1,115.95","1,084.30","1.10M","-1.50%"
"24-01-2025","1,103.95","1,101.00","1,111.38","1,095.05","1.33M","0.41%"
"23-01-2025","1,099.47","1,097.07","1,104.80","1,082.50","992.01K","-0.40%"
"22-01-2025","1,103.90","1,098.22","1,106.47","1,097.07","896.07K","0.52%"
"21-01-2025","1,098.22","1,112.50","1,120.00","1,095.78","1.53M","-0.79%"
"20-01-2025","1,107.00","1,109.60","1,112.50","1,101.18","802.22K","-0.14%"
"17-01-2025","1,108.60","1,090.32","1,113.18","1,086.28","911.80K","2.21%"
"16-01-2025","1,084.65","1,102.55","1,109.13","1,078.25","2.65M","-1.38%"
"15-01-2025","1,099.82","1,109.53","1,110.05","1,086.10","1.45M","-0.87%"
"14-01-2025","1,109.53","1,125.60","1,128.30","1,099.63","1.41M","-0.82%"
"13-01-2025","1,118.68","1,122.50","1,130.57","1,110.78","1.61M","-0.47%"
"10-01-2025","1,123.95","1,136.03","1,139.00","1,120.63","1.62M","-0.36%"
"09-01-2025","1,128.03","1,107.72","1,135.90","1,102.03","2.29M","1.63%"
"08-01-2025","1,109.95","1,111.50","1,112.47","1,097.28","899.00K","0.33%"
"07-01-2025","1,106.32","1,095.10","1,108.15","1,089.95","1.19M","1.27%"
"06-01-2025","1,092.50","1,121.75","1,122.45","1,085.00","2.28M","-2.14%"
"03-01-2025","1,116.35","1,100.10","1,118.97","1,099.03","2.02M","1.48%"
"02-01-2025","1,100.10","1,084.50","1,103.88","1,081.57","1.26M","1.43%"
"01-01-2025","1,084.63","1,085.00","1,089.63","1,078.65","908.58K","-0.04%"
"31-12-2024","1,085.03","1,077.50","1,087.28","1,073.88","1.27M","0.47%"
"30-12-2024","1,079.95","1,087.00","1,088.50","1,074.50","2.47M","-0.26%"
"27-12-2024","1,082.80","1,079.50","1,084.53","1,075.50","925.33K","0.73%"
"26-12-2024","1,074.95","1,079.10","1,088.00","1,073.20","1.05M","-0.78%"
"24-12-2024","1,083.35","1,075.85","1,087.50","1,075.85","645.13K","0.70%"
"23-12-2024","1,075.80","1,085.00","1,090.00","1,073.85","877.43K","-0.55%"
"20-12-2024","1,081.75","1,080.00","1,087.50","1,072.70","3.30M","0.14%"
