"Date","Price","Open","High","Low","Vol.","Change %"
"01-10-2024","4,426.10","4,428.00","4,446.00","4,398.05","841.97K","0.12%"
"30-09-2024","4,420.65","4,460.00","4,463.00","4,385.00","1.33M","-1.20%"
"27-09-2024","4,474.15","4,391.05","4,484.35","4,374.45","2.19M","2.40%"
"26-09-2024","4,369.30","4,390.95","4,405.00","4,318.00","995.15K","-0.45%"
"25-09-2024","4,389.25","4,399.95","4,440.00","4,372.55","1.03M","-0.30%"
"24-09-2024","4,402.45","4,437.95","4,444.00","4,362.00","1.37M","-0.80%"
"23-09-2024","4,437.95","4,370.00","4,460.80","4,354.00","1.70M","2.41%"
"20-09-2024","4,333.35","4,229.95","4,393.45","4,192.65","3.50M","2.40%"
"19-09-2024","4,231.80","4,435.00","4,464.10","4,172.00","4.68M","-4.64%"
"18-09-2024","4,437.65","4,453.95","4,485.00","4,421.00","1.33M","-0.47%"
"17-09-2024","4,458.50","4,599.00","4,599.90","4,426.55","2.41M","-3.02%"
"16-09-2024","4,597.35","4,655.00","4,662.90","4,590.05","642.98K","-1.02%"
"13-09-2024","4,644.95","4,658.00","4,690.00","4,632.00","867.68K","0.07%"
"12-09-2024","4,641.70","4,607.95","4,653.70","4,596.15","933.06K","0.93%"
"11-09-2024","4,598.75","4,670.00","4,708.40","4,585.00","1.17M","-1.85%"
"10-09-2024","4,685.40","4,680.00","4,736.90","4,676.00","1.26M","0.61%"
